getAreaOfHoles,getCellArea,getCellAreaBbox,getCellAreaConvex,getCellAxisMajor,getCellAxisMinor,getCellDiam,getCellEcc,getCellFeretDiam,getCellMaxR,getCellMinR,getCellOri,getCellPerim,getCellRoundness,getCellSolidity,getCellStdR,getEdgeFluxR,getEnergyB,getEnergyR,getEntropyB,getEntropyR,getEuler,getH10B,getH10R,getH11B,getH11R,getH12B,getH12R,getH13B,getH13R,getH1B,getH1R,getH2B,getH2R,getH3B,getH3R,getH4B,getH4R,getH5B,getH5R,getH6B,getH6R,getH7B,getH7R,getH8B,getH8R,getH9B,getH9R,getLLH,getNHoles,getNObjects,getNearestN,getNucleusArea,getNucleusAreaBbox,getNucleusAreaConvex,getNucleusAxisMajor,getNucleusAxisMinor,getNucleusDiam,getNucleusEcc,getNucleusFeretDiam,getNucleusFraction,getNucleusMaxR,getNucleusMinR,getNucleusOri,getNucleusPerim,getNucleusRoundness,getNucleusSolidity,getNucleusStdR,getQ05,getQ25,getQ50,getQ75,getQ95,getSegmentOrder,getSymB,getSymR,label
0.4583758069996602,10709.0,33048.0,13426.0,252.82357527905734,61.90343628103259,116.7695263524215,0.969561387175526,259.13124087998347,214.0,74.0,-0.5480251196188766,604.2813126546316,0.36853645561114634,0.7976314613436616,21.803179057266107,125.74098671726755,48935453.0,48355706.0,4.880244075041639,4.851732037800273,-37,0.0002692588164708949,0.00018499930749425319,4.241274022436018,4.832621600515093,-0.27803958249134564,-0.19094386843484643,0.9810980807245939,0.9448879765255175,0.0009672261644471082,0.000582732506367127,87.46958739440016,211.86244906792908,0.9076196467276634,0.6455586411760345,474.84823718472944,299.13591601526514,0.14188834957496654,0.09220216691364475,251.89417278001218,254.0245616439788,1811.9233613445103,984.6812149931338,6.985625357284337,6.945847394901927,10.510605267279544,11.052979816059578,4.387310515623268,58,21,1.1874984517641385,2943.0,4602.0,3021.0,87.71716702453898,43.286478079333506,61.21391982348119,0.8697583697907771,87.8179936004006,0.2748155756840041,202.0,76.0,-0.5208495603113221,222.5512985522207,0.7466891844995422,0.974180734856008,17.333734445560832,101.0,115.0,126.0,138.0,157.0,0,6.937478763166837,1.0050968399592222,0
0.4597660404112017,19954.0,51993.0,22351.0,328.46642466151303,81.22955335855936,159.39329306983225,0.9689391112496587,350.43544341290595,204.0,82.0,-0.4618949328284146,811.4062043356595,0.3808580886561726,0.8927564762203033,23.337060948073223,128.7208314707197,93854068.0,93341813.0,4.67699135414125,4.780912928906528,-34,0.00025530777853325205,0.00021886955443934595,4.223691113196396,4.7071599927768455,-0.2506444170908426,-0.18695829369361733,0.9730768382915855,0.9445442204044747,0.0009175796950505334,0.0004417559372739034,87.89488699525516,175.03915668257233,0.9108934977420724,0.7801002327377831,493.0549553700839,397.91270083512154,0.14521358993136205,0.09765174130941937,252.95387848291995,254.7228710001232,1884.3249344850774,1416.6116466579042,7.027436725946575,7.224177502549704,10.7255328277054,11.47948586733586,4.463401101381226,66,32,0.8576530614817468,5642.0,9374.0,5777.0,123.96502700678258,59.090051124161334,84.75622402747652,0.8790838791342148,121.93850909372314,0.2827503257492232,188.0,68.0,-0.5913189759318112,311.01933598375615,0.7329395651544298,0.9766314696209105,19.96882382674951,96.0,112.0,126.0,141.0,161.94999999999982,0,6.996100673520033,1.0643388869195292,0
0.43799528807025057,10459.0,21746.0,10958.0,202.43027458268622,67.79826994522689,115.39849391731708,0.9422460012323105,200.38463014912097,234.0,87.0,-1.045303489732561,488.07315985291854,0.5517345439735846,0.9544624931556853,23.49925981983445,132.53103644646924,78094096.0,77336213.0,4.553494365364878,4.597277995431062,-27,0.0004930061027034469,0.00019933846500279172,3.6367885985342228,4.599476630777852,-0.34562965316870753,-0.22276925636583933,0.9923083936000199,0.9657329659534933,0.0011018109537348118,0.0004930315340124139,37.879938729815,151.7923760237956,0.9672615181317603,0.8241097222560857,580.476487747344,432.68783415429334,0.21640570657567532,0.10909911759961376,252.61563662669406,255.14742205292006,2284.0260122595737,1578.9589605933725,7.244687100442993,7.287497790887008,10.414165821202268,11.332915852546622,4.496929403564773,42,15,1.195166624526196,4669.0,8268.0,4790.0,122.94939435914647,48.78511819828045,77.1022401384582,0.9179093174738814,119.36498649101419,0.4464097906109571,234.0,75.0,-1.0585674670857992,296.6345596729059,0.6667917885996515,0.9747390396659708,21.019875449876032,95.0,112.0,126.0,140.0,163.0,0,8.00235596487471,0.9721567787534866,0
0.471159914173924,19282.0,40600.0,22413.0,245.98667832021576,111.59357056544751,156.68632646655357,0.8911763886660578,270.1184925176357,203.0,83.0,-0.7017762521658392,670.0620125646253,0.5396745619555197,0.8603042876901799,23.07392074015314,129.46915658962192,132193949.0,130805378.0,5.304389626619164,5.425480643544167,-60,0.00030343069228959543,0.0002119864596542885,3.967748158763629,4.705272919111481,-0.2701503670093702,-0.1715557055265393,0.9783594181711414,0.9309709704362997,0.0010802368040203764,0.00043090378817171,60.36986531091546,175.1496467203438,0.9423438999528914,0.770350785211185,526.1490090149214,381.38929965188754,0.17355676857771513,0.09859936979093134,252.71855369600559,254.52328807200502,2044.226170748765,1350.4075518872069,7.046338409575562,7.2179391371136825,10.597273757180215,11.558148372311795,4.45284104439738,110,50,0.9187434400187073,7923.0,10961.0,8039.0,121.4492130243863,83.28202329110277,100.43842348890534,0.7278509303363958,121.82774724995944,0.4109013587802095,195.0,65.0,-0.5363286943547344,343.3624817342637,0.8444886975027318,0.9855703445702202,19.62061803719021,94.0,114.0,127.0,140.0,159.0,0,8.015145778114345,0.017291430013884224,0
0.4456284814725115,8602.0,17820.0,9165.0,168.28445150568606,68.41616878452022,104.65374605723328,0.9136282030545612,168.01488029338353,205.0,84.0,0.9400120504994525,428.8305191657993,0.5878112999799987,0.9385706492089471,22.87480002814425,129.5789806900918,68185490.0,68064694.0,4.5396473692052695,4.600714322617329,-50,0.00020547044087478318,0.00019429987707971476,4.5160064240162185,4.76785975361886,-0.21731604658837644,-0.19295306084796393,0.9584814071375347,0.9479854375930088,0.0007423773092535553,0.0005038786714512322,135.10240484056078,194.23572433097604,0.8217006444409474,0.7228919073325553,382.78639164336937,350.9285845261729,0.12007663176510058,0.09485849908712354,252.16826602032384,254.7565186801674,1396.043161732914,1209.4786137737137,6.9793160608722395,7.11708614839076,10.889381461512118,11.294228741583455,4.430444533448071,67,17,0.8407046546907799,4129.0,7144.0,4276.0,110.66860503868092,47.941090462743105,72.5065933568216,0.9013002051779414,108.2266141020775,0.48000465008137644,206.0,70.0,0.9547172645732662,269.8061325481598,0.712772792012044,0.965622076707203,18.870625422773127,96.0,114.0,127.0,140.0,158.0,0,3.892710099297645,0.002179704528941784,0
0.47463556851311955,8533.0,16974.0,9076.0,154.6201174096164,73.1639794721821,104.23316667560832,0.8809628785246026,184.19554826325202,255.0,86.0,-0.6166811049541139,432.5695885154504,0.5730594027294956,0.9401718818862935,22.036454422299897,126.84977689638076,84615886.0,84603662.0,4.76858284217224,5.189356126521052,-33,0.0005702854516296612,0.00024043971942765957,3.1856960595099895,4.274272214010663,-0.3505913894524566,-0.21096524780575196,0.9863374908833703,0.9532100240137296,0.00493704662388561,0.0008215723490811682,24.616153277381017,110.83273379056408,0.9687502072249218,0.863314257379904,397.2540372369822,405.26035257376634,0.3185515059844555,0.1429784892026301,251.93234057865956,253.5345937543069,1564.399995670543,1510.2086765045296,6.2567784270013025,6.872095650055891,8.802784660449426,10.662408488027076,4.471323259895799,51,18,1.0920822181004872,5145.0,7068.0,5257.0,104.28861428855173,63.75454005204536,80.93712039393552,0.7913774023777862,107.80074211247342,0.6029532403609515,254.0,84.0,-0.5172655982963078,286.5512985522207,0.7873910633597312,0.9786950732356857,20.19857421088478,103.0,115.0,125.0,134.0,153.0,0,7.579980563654033,1.632847424684158,0
0.44136363636363635,9318.0,13566.0,10212.0,117.06732459978238,113.26045755433302,108.92220195094407,0.25294221903352176,136.01470508735443,254.0,88.0,-0.416035754242037,417.0782104868019,0.6731278619612578,0.9124559341950647,23.44754565542057,129.95960476605637,73531675.0,72659924.0,5.266481931797475,5.303409234746049,-12,0.0004443205192772306,0.00019337929821921167,3.6747776749959313,4.538179416196407,-0.341847074098214,-0.22152856325776413,0.9915918646570818,0.9648950767313492,0.001313752475192702,0.0005876517951082872,39.711275895289184,135.60874317799204,0.964870986358151,0.8315041404260526,566.8827343578055,404.0385109386184,0.2149458968328914,0.11390213767872306,252.6574425700289,254.52730122552066,2227.8196615359393,1480.5453005764666,7.144490736978252,7.156167365763999,10.274333746235325,11.133909662607003,4.479056607966965,35,23,0.9697032266241022,4400.0,6240.0,4492.0,86.11007972283053,66.40917703220475,74.84820637019111,0.6365776868081205,88.19297024139736,0.472204335694355,254.0,71.0,-0.8067717426689476,256.9360748630709,0.8375531378201092,0.9795191451469278,20.458369157756476,96.0,114.0,125.0,138.0,161.0,0,7.990227272727267,1.86636363636363,0
0.4377475947934352,6946.0,13095.0,7880.0,147.36895499253285,63.66645256865433,94.04212820715213,0.9018636458849335,142.35870187663275,201.0,81.0,0.4765278627246106,388.13203435596427,0.5794095723372927,0.8814720812182741,22.86337297955721,130.4241037376049,58595915.0,58380666.0,5.0794962818800995,5.114444667438491,-23,0.0002620919950809756,0.00020741037713530716,4.217104043652099,4.712470649357771,-0.2788929396520798,-0.2144636698747724,0.9821687551538473,0.9624472277182526,0.0008411043588622813,0.0005105415419468141,86.28684741755895,174.7638261453369,0.9053046482280543,0.7771721179667268,456.2573936819763,392.14212117935085,0.1487938606410609,0.09833579206439749,252.1116190182619,254.80416503676628,1738.742727310344,1393.8046585720676,7.108688846268815,7.184283981075789,10.687572092193633,11.251981573585812,4.458501036154067,39,16,0.9542857298417873,3534.0,5307.0,3613.0,94.35342187724866,47.92851470426117,67.07927065117856,0.8613759674348408,93.23089616645332,0.5087820328246473,198.0,74.0,0.442495568478593,241.03657992645927,0.7643820785961949,0.9781345142540825,19.806419296372592,98.0,113.0,125.0,140.0,162.3499999999999,0,5.878607809847196,1.9937747594793365,0
0.467739340305712,13224.0,26460.0,14879.0,200.99260326908322,92.09419740862083,129.75869812686082,0.8888506942966322,206.51876428063383,204.0,86.0,0.625949190801489,529.5706345359769,0.5925498805504228,0.8887694065461389,23.445508902020297,128.04474975466144,102862987.0,102901187.0,5.044669198175496,5.203773575838439,-34,0.00020848148426764752,0.00021190963728205661,4.495437470136471,4.666039573096654,-0.20013525320811162,-0.1960354383212907,0.9480956136611176,0.9526212044602042,0.000739730298095066,0.0004361265642058443,128.15913851109377,161.364352802243,0.8425378600699267,0.8119579486591825,408.65253658155825,429.2333325093223,0.12001460916004142,0.10170509942232617,252.2537054478707,254.57496434127688,1506.4510078151397,1555.5689772350197,6.963033983604097,7.291990125795698,10.973711894580559,11.505953455547907,4.488327141592505,61,27,0.7195999684582698,6215.0,9240.0,6321.0,118.64326944999148,67.35021630144651,88.95607776048266,0.8232562493695127,117.99152511939153,0.4699788263762855,201.0,72.0,0.5794139805059114,312.8772003600252,0.7978167743560375,0.9832305015029268,20.754982581165155,96.0,111.0,126.0,141.0,164.0,0,4.91343523732904,0.9887369267900254,0
0.45617088607594936,15233.0,23474.0,16628.0,200.38851710955745,100.51235363684968,139.26685888951016,0.8651069809112222,197.9520143873257,254.0,85.0,-1.3059534178750463,541.9015869776647,0.6518601922478783,0.9161053644455136,23.461823395069572,129.45030935808197,105609778.0,104703950.0,5.468680857813322,5.277650183574576,-44,0.00035771578434240324,0.0002000234206411943,3.803983265197905,4.517144099003439,-0.3313098942130977,-0.2072811409168957,0.9916008428088287,0.9542634864082046,0.0008488381245910403,0.0006430097411305274,47.997090725697625,135.47905702665759,0.9575084077224689,0.8533021120729191,566.9406716700441,461.88802936945285,0.19688895589466474,0.11632109758709587,252.79707287146107,254.48084564980252,2219.7655959544754,1712.073060451119,7.384230096853814,7.0658748374375975,10.723150082192998,11.08030203758405,4.51249748339302,72,28,0.8941621762654981,6320.0,8856.0,6434.0,113.56979100125321,71.234847990055,89.70436958546796,0.7788307633264698,113.3181362359971,0.41488872841856494,254.0,80.0,-1.1309910177382925,309.22034611053283,0.8305978802651889,0.9822816288467516,21.48916020856366,100.0,114.0,124.0,135.0,162.0,0,2.9892405063291108,2.9066455696202524,0
