OutlierIndex
1
4
14
17
22
31
39
54
55
65
69
72
80
86
92
93
94
110
144
188
189
263
304
306
321
328
331
373
376
388
390
395
396
401
410
411
420
427
430
445
454
459
479
491
496
517
522
578
582
583
585
588
591
614
615
621
634
638
655
753
759
766
774
786
788
873
924
925
926
946
953
956
975
1027
1048
1059
1072
1083
1084
1098
1101
1108
1114
1120
1121
1144
1158
1168
1177
1183
1189
1209
1230
1237
1261
1265
1273
1275
1293
1306
1328
1335
1392
1423
1434
1435
1437
1442
1455
1471
1556
1569
1577
1580
1606
1616
1618
1619
1627
1628
1636
1654
1659
1665
1682
1691
1694
1703
1711
1718
1735
1755
1762
1802
1808
1813
1818
1820
1826
1829
1832
1837
1852
1884
1888
1890
1892
1902
1919
1931
1940
2020
2023
2029
2034
2044
2054
2082
2093
2148
2165
2172
2174
2178
2183
2195
2229
2249
2263
2265
2304
2360
2368
2369
2376
2405
2413
