area,area_bbox,area_filled,area_convex,axis_major_length,axis_minor_length,eccentricity,equivalent_diameter_area,feret_diameter_max,intensity_max,mean_intensity,intensity_min,solidity,num_pixels,orientation,Category,Intensity_std,Energy,N_Objects,Perimeter,N_Holes,Entropy,euler_number,Total_area_of_Holes,Contrast,Correlation,Homogeinity,ASM,Diff_Var,Diff_Entropy,IMC,Autocorrelation,area_percentage
2057.0,3185.0,2057.0,2215.0,70.7745714384531,38.38659952697618,0.8401343108925793,51.17669140849406,73.40980860893181,0.7358294129371643,0.53560936,0.2475796341896057,0.9286681715575621,2057.0,0.4599787792437066,0,0.07824996,602.6958,1,255,0,0.9377286244806713,1,0,710.8293706154336,0.9535436216232589,29950.319426480888,0.053813825923698655,0.0002951343867517737,4.988923546551877,-0.43931322135431417,0.9977016299834439,100.0
1824.0,2491.0,1824.0,1872.0,52.57567691316984,44.46601556760388,0.5335752390087705,48.19117066016281,54.120236510939236,0.8368633985519409,0.615913,0.27205634117126465,0.9743589743589743,1824.0,-0.38054848455682383,0,0.09302977,707.7094,1,196,0,0.8382377148010105,1,0,575.5920431446182,0.9566161415700305,26079.450489068644,0.02537615013905705,0.00020071510646629874,5.074210357475623,-0.43549563706862965,0.9981500053117242,100.0
2424.0,7410.0,4677.0,4813.0,98.11726474421934,65.75735388196966,0.7421882467856817,55.554771680189944,96.5090669315583,0.9985374808311462,0.33135015,0.11330962926149368,0.5036359858715977,2424.0,0.5001718625021949,0,0.11182008,296.43457,17,341,16,0.9119625190891402,1,2253,130.1333145018475,0.9577876224216471,6039.69507560278,0.09116453010781027,0.0006085589579199489,3.6479485964210268,-0.4296603321971658,0.9940825512352471,99.5182809493265
3591.0,4891.0,3591.0,3664.0,76.50679434310408,60.308981052648676,0.6153132640500306,67.61806862920568,78.77182237323191,0.8390329480171204,0.5780464,0.24986743927001953,0.9800764192139738,3591.0,0.9146427050875025,0,0.08942916,1228.5996,1,275,0,0.8353647968854591,1,0,455.3062608940561,0.9618984707261038,23522.259515785514,0.03212259678302577,0.00022991521060980599,4.942219830905187,-0.3785972342847654,0.995962786253031,100.0
463.0,728.0,463.0,506.0,31.53377214756965,19.161634295437935,0.7942015943711963,24.279825147895533,32.202484376209235,0.8567992448806763,0.61571777,0.20092107355594635,0.9150197628458498,463.0,-0.7850328353168653,0,0.14316654,184.99664,1,103,0,0.9459623228169818,1,0,865.9424715099717,0.9457750854288741,31159.852138685063,0.03225150854361296,0.00020862750441195992,5.2190022317761935,-0.6619463901641609,0.9999172787103257,100.0
2253.0,2993.0,2253.0,2338.0,76.09685784651208,38.33119413934531,0.8638693958584188,53.559394080668255,75.69015788066504,0.8701091408729553,0.6058509,0.2581930458545685,0.9636441402908469,2253.0,-0.1721615948695976,0,0.09719438,848.24963,1,226,0,0.8068799809366274,1,0,507.857056453484,0.9557193093295059,22557.307142107686,0.02056092846640104,0.000196325477692967,5.018444109194095,-0.42693235727446993,0.9981619208653505,100.0
3286.0,4095.0,3286.0,3350.0,69.5826263546444,60.336704488512616,0.49809385073704737,64.68280408269067,72.20110802473879,0.8219210505485535,0.5188539,0.2294989824295044,0.9808955223880597,3286.0,-0.9004476625909805,0,0.095690005,914.70135,1,252,0,0.7170171219735978,1,0,395.20382827577873,0.9534933725948653,16691.015944025305,0.01375855668505724,0.000172368707761996,5.026030369781644,-0.38067889397822585,0.9969901744273533,100.0
2713.0,4088.0,2713.0,2774.0,81.6399183085386,42.4840831314417,0.8539325500307617,58.77328376793742,82.85529554590944,0.8381816744804382,0.5914065,0.2138783037662506,0.9780100937274694,2713.0,-0.5403209954479927,0,0.10095273,976.54266,1,254,0,0.9212832926995206,1,0,394.05777577635456,0.9733960997143586,29274.50622697347,0.06457868924815229,0.000355867925764561,4.6185966877261855,-0.43932977994067346,0.9974931616419784,100.0
1339.0,1968.0,1339.0,1420.0,48.741704064400125,35.36400424593291,0.6881811158216247,41.29004420438882,50.92150822589606,0.7744668126106262,0.517039,0.26454317569732666,0.9429577464788732,1339.0,-1.119200195455587,0,0.07880683,366.26364,1,182,0,0.9039610080748472,1,0,732.4750374340513,0.9384588875067249,23159.84389230689,0.034809494406976095,0.00022871829505160998,5.074361057490868,-0.47539668341552743,0.9987540305153899,100.0
2042.0,2905.0,2042.0,2214.0,87.45267460082066,31.595977310068545,0.932452615004667,50.989755347022424,83.86298349093002,0.8980507254600525,0.5348371,0.2023775577545166,0.9223125564588979,2042.0,0.11369881208283036,0,0.08481236,598.7968,1,234,0,0.8776847282802187,1,0,480.21328486728225,0.9488568418344557,18380.31040011559,0.032456139310027984,0.0002455638466537849,4.88541156897848,-0.41939223178851537,0.9971902767585067,100.0
3740.0,5135.0,3740.0,3832.0,77.70353830090856,62.08664799792082,0.6013050156765375,69.00663661786095,79.40403012442127,0.8803653120994568,0.5776447,0.2328120619058609,0.975991649269311,3740.0,1.5452227187189773,0,0.09361004,1280.7029,1,283,0,0.8438437360394264,1,0,371.16464569211416,0.9667578512191295,22031.634125245462,0.03502837153556747,0.0002569357675978049,4.786758017779052,-0.3830316117766185,0.9958464326031469,100.0
3697.0,4958.0,3697.0,3763.0,78.45934397665783,60.71172925761492,0.633431726121947,68.6087938742979,80.80222769206304,0.8437872529029846,0.51608646,0.1720399558544159,0.982460802551156,3697.0,-0.5855090529504371,0,0.09476406,1017.86914,1,278,0,0.8180791283170322,1,0,300.38157212155375,0.9688284442858237,19028.21295145676,0.03149591130202316,0.0002585794707452983,4.683478965775027,-0.39940208712162917,0.99699824903642,100.0
1157.0,1755.0,1157.0,1198.0,49.14056917803524,30.155266523494085,0.7895756931199416,38.381481905452574,49.24428900898052,0.8601640462875366,0.5912856,0.2948834300041199,0.9657762938230384,1157.0,-0.964516291493993,0,0.10149566,416.41718,1,163,0,0.9255257797572608,1,0,623.091360978203,0.954040753428089,26572.540204765013,0.044288437009073575,0.0002685555608617242,4.968204941069043,-0.5124166903354422,0.9991644491224053,100.0
2234.0,2940.0,2234.0,2282.0,60.79469367603773,47.22400985519457,0.629773919920335,53.333077381099564,62.24146527838174,0.8288741111755371,0.584456,0.21851220726966858,0.978965819456617,2234.0,-1.225592202548406,0,0.106730044,788.5464,1,214,0,0.7952664599314891,1,0,436.37181062396706,0.9637779991175315,23770.17436161386,0.019815676002422154,0.00018420428633370494,5.049288081606989,-0.4401565599284229,0.9986243541943784,100.0
1177.0,1470.0,1177.0,1213.0,43.73637224483544,34.456446378417425,0.6159038663912543,38.71179334716084,43.829214001622255,0.8551015257835388,0.52596956,0.24976930022239685,0.9703215169002474,1177.0,0.31609483285753853,0,0.08984087,335.10187,1,150,0,0.7205654625291911,1,0,432.7696334631413,0.9418665261546718,14582.012411527008,0.007222713247504018,0.0001670732461237473,4.97925441953859,-0.47774951913977176,0.999163123049302,100.0
1981.0,2688.0,1981.0,2052.0,58.27546920158957,44.48932577274605,0.6458888649353601,50.22238084878452,57.723478758647246,0.8826132416725159,0.5165513,0.18954287469387054,0.9653996101364523,1981.0,-1.35211715415843,0,0.10528508,550.529,1,204,0,0.831270723431172,1,0,358.46649281569495,0.9603277743066702,17783.73316026722,0.025959241717981207,0.00022510653167206763,4.857107798243346,-0.4551813497485303,0.9986800829434106,100.0
2119.0,3074.0,2119.0,2174.0,64.22161029645025,42.99745709794845,0.7427967718818125,51.9422236267741,65.19202405202648,0.7977643609046936,0.54170424,0.2499440759420395,0.9747010119595216,2119.0,0.9290114842290648,0,0.09525308,641.02374,1,221,0,0.8939455020823788,1,0,500.6340834922562,0.9614960106510183,25568.120306877736,0.04592306448626975,0.0002746543139789138,4.898282454804313,-0.45128312941442966,0.9983094553970009,100.0
2240.0,2795.0,2240.0,2281.0,66.35688148584858,43.74465412101143,0.7519386220938273,53.404649424996364,67.1863081289633,0.8663975596427917,0.5647618,0.2496655285358429,0.9820254274441035,2240.0,-0.057253575318257866,0,0.07349579,726.55536,1,212,0,0.7190565904699012,1,0,399.9247520284947,0.9524402505613245,16495.877029474148,0.015238278996621482,0.00018802343576519118,4.914016953631965,-0.36721492773467146,0.9951131643032721,100.0
3132.0,4347.0,3132.0,3192.0,67.73829301256735,59.730958250263775,0.471641988552531,63.14892124265093,70.03570517957252,0.8569933176040649,0.5250808,0.2027951329946518,0.981203007518797,3132.0,-1.2246022221890807,0,0.09493326,891.7407,1,260,0,0.8547728733342832,1,0,374.8929083788727,0.9628863456355481,19886.202009272245,0.03737411304062094,0.00026029508548292127,4.814311282844187,-0.4018836915812834,0.9968613444803089,100.0
1642.0,2193.0,1642.0,1680.0,54.81968493434236,38.71203388026742,0.7080420142129632,45.723728330650566,55.94640292279746,0.8663173317909241,0.58367795,0.23696665465831757,0.9773809523809524,1642.0,-1.0776033886029897,0,0.10418293,577.20807,1,184,0,0.8132596085924885,1,0,458.11504831389925,0.9591645513846058,22076.528965847578,0.022755121108572553,0.00020064023749768932,4.992786243651003,-0.46838573132314637,0.9989412050135039,100.0
3487.0,4608.0,3487.0,3555.0,73.41386825331418,60.52363335133151,0.5659830230935624,66.63172136821555,74.70609078247904,0.8423298001289368,0.5479867,0.24811579287052155,0.980872011251758,3487.0,-1.0936070263476596,0,0.08417188,1071.8073,1,268,0,0.8004402242745059,1,0,439.8792107389708,0.9560136305172834,19638.977325754437,0.025202606233709395,0.0002234420435380819,4.875170002002565,-0.3763434722542483,0.9958982670870238,100.0
2800.0,3648.0,2800.0,2863.0,66.72660945566481,53.54426201408343,0.5967295547601358,59.708213214418464,68.26419266350405,0.8500500321388245,0.5430615,0.23177531361579895,0.9779951100244498,2800.0,1.0637875351860606,0,0.10080127,854.2047,1,238,0,0.7822683972239212,1,0,409.4661478535127,0.957781481307562,19076.979040599163,0.019642252671486393,0.00020745123525896996,4.899775341296676,-0.4202425459900682,0.9980979731571833,100.0
1666.0,2304.0,1667.0,1708.0,53.98031826189973,39.381180943712316,0.6839306462859078,46.056672497356786,54.405882034941776,0.8706173896789551,0.5293659,0.175571471452713,0.9754098360655737,1666.0,0.6944680342990978,0,0.11152096,487.56775,1,189,1,0.8512058428481333,0,1,397.9594367738041,0.9604747968309456,19818.071167242255,0.028670143735463862,0.00022340758068236353,4.920975695400336,-0.48413572347990247,0.9991399854107238,99.999400119976
